Accident_Index,Police_Force,Did_Police_Officer_Attend_Scene_of_Accident
2016460122097,46,2
2016460122135,46,2
2016460122251,46,1
2016460122254,46,1
2016460122255,46,1
2016460122277,46,1
2016460122295,46,1
2016460122332,46,1
2016460122337,46,1
2016460122363,46,1
2016460122382,46,1
2016460122406,46,1
2016460122409,46,1
2016460122442,46,1
2016460122456,46,1
2016460122505,46,1
2016460122506,46,2
2016460122515,46,2
2016460122521,46,2
2016460122524,46,1
2016460122532,46,2
2016460122556,46,1
2016460122574,46,1
2016460122581,46,2
2016460122585,46,1
2016460122591,46,1
2016460122598,46,1
2016460122633,46,2
2016460122654,46,1
2016460122662,46,1
2016460122681,46,2
2016460122726,46,1
2016460122738,46,1
2016460122760,46,2
2016460122763,46,1
2016460122790,46,1
2016460122793,46,1
2016460122809,46,1
2016460122838,46,1
2016460122857,46,1
2016460122870,46,2
2016460122890,46,2
2016460122901,46,1
2016460122995,46,1
2016460123069,46,1
2016460123237,46,2
2016460123245,46,1
2016460123250,46,1
2016460123252,46,2
2016460123273,46,1
2016460123344,46,2
2016460123366,46,1
2016460123442,46,1
2016460123446,46,1
2016460123454,46,1
2016460123466,46,2
2016460123489,46,1
2016460123493,46,2
2016460123500,46,1
2016460123505,46,1
2016460123520,46,1
2016460123526,46,2
2016460123532,46,1
2016460123648,46,1
2016460123684,46,1
2016460123685,46,2
2016460123687,46,1
2016460123692,46,1
2016460123701,46,2
2016460123760,46,1
2016460123783,46,1
2016460123864,46,1
2016460123889,46,2
2016460123900,46,1
2016460123923,46,1
2016460123935,46,2
2016460123953,46,1
2016460123981,46,1
2016460124036,46,1
2016460124052,46,1
2016460124106,46,2
2016460124161,46,2
2016460124164,46,2
2016460124169,46,2
2016460124171,46,1
2016460124187,46,2
2016460124190,46,2
2016460124244,46,2
2016460124246,46,1
2016460124269,46,1
2016460124280,46,1
2016460124295,46,2
2016460124297,46,1
2016460124316,46,2
2016460124321,46,1
2016460124337,46,1
2016460124362,46,2
2016460124363,46,1
2016460124385,46,1
2016460124408,46,1
2016460124414,46,1
2016460124432,46,1
2016460124434,46,1
2016460124457,46,1
2016460124468,46,1
2016460124490,46,1
2016460124554,46,1
2016460124579,46,1
2016460124618,46,2
2016460124696,46,1
2016460124714,46,2
2016460124729,46,1
2016460124750,46,1
2016460124757,46,1
2016460124763,46,1
2016460124764,46,1
2016460124799,46,1
2016460124849,46,1
2016460124885,46,2
2016460124906,46,1
2016460124960,46,2
2016460124973,46,1
2016460124982,46,1
2016460125092,46,2
2016460125111,46,1
2016460125138,46,1
2016460125171,46,2
2016460125187,46,2
2016460125191,46,1
2016460125199,46,2
2016460125206,46,1
2016460125208,46,1
2016460125218,46,1
2016460125223,46,1
2016460125233,46,1
2016460125309,46,1
2016460125383,46,1
2016460125385,46,1
2016460125458,46,2
2016460125556,46,1
2016460125580,46,1
2016460125713,46,1
2016460125728,46,2
2016460125744,46,1
2016460125903,46,1
2016460125908,46,1
2016460125918,46,2
2016460125960,46,1
2016460125987,46,1
2016460126000,46,1
2016460126030,46,1
2016460126039,46,1
2016460126061,46,2
2016460126085,46,1
2016460126105,46,2
2016460126241,46,2
2016460126244,46,1
2016460126251,46,1
2016460126257,46,1
2016460126268,46,1
2016460126285,46,1
2016460126353,46,1
2016460126403,46,1
2016460126409,46,1
2016460126472,46,1
2016460126474,46,2
2016460126496,46,1
2016460126520,46,1
2016460126530,46,1
2016460126565,46,1
2016460126824,46,1
2016460126920,46,1
2016460126921,46,1
2016460126931,46,1
2016460126966,46,2
2016460126994,46,1
2016460126995,46,1
2016460127006,46,1
2016460127029,46,1
2016460127039,46,2
2016460127046,46,1
2016460127069,46,1
2016460127102,46,1
2016460127107,46,1
2016460127127,46,1
2016460127137,46,1
2016460127164,46,1
2016460127209,46,1
2016460127214,46,2
2016460127229,46,2
2016460127256,46,1
2016460127287,46,1
2016460127305,46,1
2016460127354,46,1
2016460127369,46,1
2016460127376,46,1
2016460127377,46,2
2016460127400,46,2
2016460127422,46,1
2016460127424,46,1
2016460127453,46,1
2016460127457,46,2
2016460127473,46,1
2016460127478,46,2
2016460127480,46,1
2016460127509,46,1
2016460127536,46,2
2016460127543,46,1
2016460127544,46,1
2016460127616,46,1
2016460127662,46,1
2016460127676,46,2
2016460127701,46,1
2016460127738,46,2
2016460127744,46,2
2016460127766,46,2
2016460127791,46,1
2016460127796,46,1
2016460127812,46,1
2016460127818,46,1
2016460127825,46,1
2016460127859,46,2
2016460127862,46,1
2016460127879,46,1
2016460127885,46,2
2016460127894,46,1
2016460127895,46,1
2016460127896,46,2
2016460127900,46,1
2016460127905,46,1
2016460127928,46,2
2016460127951,46,2
2016460127997,46,1
2016460128108,46,1
2016460128144,46,1
2016460128145,46,1
2016460128242,46,1
2016460128318,46,2
2016460128330,46,1
2016460128339,46,2
2016460128349,46,2
2016460128358,46,1
2016460128371,46,1
2016460128441,46,1
2016460128444,46,2
2016460128450,46,2
2016460128468,46,1
2016460128477,46,1
2016460128478,46,1
2016460128517,46,2
2016460128544,46,1
2016460128545,46,1
2016460128623,46,1
2016460128643,46,1
2016460128711,46,2
2016460128716,46,1
2016460128746,46,2
2016460128751,46,2
2016460128753,46,2
2016460128765,46,2
2016460128772,46,1
2016460128774,46,1
2016460128778,46,1
2016460128792,46,2
2016460128806,46,1
2016460128820,46,2
2016460128821,46,2
2016460128829,46,2
2016460128853,46,1
2016460128870,46,2
2016460128898,46,1
2016460128918,46,1
2016460128925,46,2
2016460128938,46,1
2016460129035,46,1
2016460129038,46,1
2016460129054,46,2
2016460129072,46,1
2016460129083,46,2
2016460129091,46,1
2016460129102,46,1
2016460129129,46,1
2016460129154,46,1
2016460129206,46,1
2016460129219,46,2
2016460129251,46,1
2016460129264,46,1
2016460129294,46,2
2016460129305,46,1
2016460129307,46,2
2016460129326,46,1
2016460129383,46,1
2016460129401,46,1
2016460129408,46,1
2016460129416,46,1
2016460129430,46,1
2016460129471,46,2
2016460129476,46,1
2016460129479,46,1
2016460129506,46,1
2016460129568,46,1
2016460129570,46,1
2016460129579,46,1
2016460129624,46,1
2016460129626,46,1
2016460129641,46,1
2016460129664,46,2
2016460129716,46,1
2016460129735,46,1
2016460129745,46,1
2016460129784,46,1
2016460129791,46,2
2016460129806,46,2
2016460129826,46,1
2016460129841,46,1
2016460129843,46,2
2016460129850,46,1
2016460129884,46,1
2016460129895,46,1
2016460129941,46,1
2016460129949,46,2
2016460129958,46,2
2016460129965,46,1
2016460129966,46,1
2016460129974,46,2
2016460129980,46,2
2016460130008,46,2
2016460130021,46,1
2016460130044,46,1
2016460130055,46,1
2016460130072,46,1
2016460130077,46,1
2016460130086,46,2
2016460130095,46,2
2016460130101,46,1
2016460130107,46,1
2016460130108,46,1
2016460130124,46,2
2016460130129,46,1
2016460130144,46,1
2016460130218,46,1
2016460130232,46,2
2016460130254,46,1
2016460130265,46,1
2016460130269,46,1
2016460130314,46,2
2016460130323,46,2
2016460130344,46,1
2016460130345,46,1
2016460130389,46,1
2016460130393,46,1
2016460130409,46,1
2016460130422,46,1
2016460130428,46,1
2016460130444,46,1
2016460130465,46,1
2016460130481,46,2
2016460130506,46,1
2016460130544,46,2
2016460130613,46,1
2016460130615,46,1
2016460130663,46,1
2016460130717,46,1
2016460130910,46,1
2016460130913,46,2
2016460130940,46,1
2016460131060,46,2
2016460131093,46,1
2016460131126,46,1
2016460131169,46,1
2016460131232,46,1
2016460131437,46,2
2016460131443,46,1
2016460131445,46,2
2016460131452,46,1
2016460131454,46,1
2016460131458,46,1
2016460131466,46,2
2016460131472,46,1
2016460131478,46,2
2016460131516,46,2
2016460131584,46,1
2016460131701,46,1
2016460131703,46,2
2016460131711,46,2
2016460131725,46,2
2016460131747,46,2
2016460131756,46,2
2016460131769,46,1
2016460131773,46,1
2016460131782,46,2
2016460131832,46,1
2016460131865,46,1
2016460131913,46,1
2016460131967,46,1
2016460131971,46,2
2016460131972,46,1
2016460131991,46,1
2016460131994,46,1
2016460131995,46,2
2016460132013,46,1
2016460132018,46,2
2016460132038,46,2
2016460132042,46,2
2016460132074,46,1
2016460132090,46,1
2016460132096,46,1
2016460132108,46,1
2016460132116,46,2
2016460132193,46,1
2016460132236,46,1
2016460132257,46,1
2016460132264,46,2
2016460132293,46,1
2016460132311,46,2
2016460132319,46,1
2016460132348,46,2
2016460132373,46,1
2016460132385,46,2
2016460132396,46,1
2016460132403,46,2
2016460132412,46,1
2016460132417,46,1
2016460132464,46,1
2016460132471,46,1
2016460132510,46,2
2016460132517,46,1
2016460132535,46,1
2016460132540,46,1
2016460132550,46,1
2016460132555,46,1
2016460132567,46,2
2016460132591,46,2
2016460132612,46,1
2016460132634,46,1
2016460132709,46,1
2016460132745,46,2
2016460132749,46,2
2016460132783,46,2
2016460132784,46,1
2016460132797,46,2
2016460132828,46,2
2016460132855,46,2
2016460132896,46,2
2016460132905,46,1
2016460132913,46,2
2016460132933,46,1
2016460132948,46,1
2016460132966,46,1
2016460132969,46,2
2016460132975,46,1
2016460133009,46,1
2016460133012,46,2
2016460133025,46,1
2016460133065,46,1
2016460133066,46,1
2016460133070,46,2
2016460133092,46,1
2016460133099,46,1
2016460133111,46,2
2016460133137,46,2
2016460133175,46,2
2016460133412,46,1
2016460133508,46,1
2016460133525,46,1
2016460133563,46,1
2016460133567,46,2
2016460133618,46,1
2016460133666,46,2
2016460133692,46,2
2016460133700,46,1
2016460133708,46,1
2016460133710,46,1
2016460133730,46,1
2016460133737,46,1
2016460133740,46,2
2016460133745,46,1
2016460133748,46,1
2016460133780,46,2
2016460133791,46,1
2016460133802,46,1
2016460133822,46,1
2016460133827,46,1
2016460133841,46,2
2016460133851,46,2
2016460133855,46,1
2016460133888,46,2
2016460133916,46,2
2016460133957,46,2
2016460133959,46,2
2016460133962,46,1
2016460133964,46,2
2016460133967,46,1
2016460133976,46,2
2016460133979,46,1
2016460134002,46,1
2016460134005,46,1
2016460134032,46,1
2016460134041,46,1
2016460134060,46,1
2016460134090,46,1
2016460134107,46,1
2016460134111,46,1
2016460134113,46,1
2016460134132,46,1
2016460134142,46,1
2016460134143,46,1
2016460134151,46,1
2016460134195,46,1
2016460134225,46,1
2016460134266,46,2
2016460134268,46,2
2016460134273,46,1
2016460134282,46,2
2016460134392,46,1
2016460134402,46,2
2016460134428,46,1
2016460134429,46,2
2016460134431,46,1
2016460134435,46,2
2016460134441,46,1
2016460134451,46,2
2016460134453,46,2
2016460134460,46,1
2016460134461,46,2
2016460134491,46,1
2016460134493,46,1
2016460134502,46,1
2016460134503,46,1
2016460134516,46,1
2016460134540,46,1
2016460134550,46,1
2016460134556,46,1
2016460134565,46,1
2016460134591,46,2
2016460134639,46,1
2016460134685,46,2
2016460134689,46,2
2016460134709,46,1
2016460134710,46,1
2016460134717,46,2
2016460134728,46,1
2016460134730,46,2
2016460134738,46,1
2016460134792,46,2
2016460134798,46,1
2016460134805,46,1
2016460134824,46,2
2016460134834,46,1
2016460134912,46,2
2016460134915,46,1
2016460134927,46,2
2016460134928,46,1
2016460134933,46,1
2016460134953,46,1
2016460134987,46,1
2016460135013,46,1
2016460135033,46,2
2016460135074,46,2
2016460135109,46,1
2016460135116,46,1
2016460135125,46,1
2016460135133,46,1
2016460135154,46,2
2016460135156,46,2
2016460135171,46,1
2016460135176,46,1
2016460135224,46,1
2016460135240,46,2
2016460135288,46,1
2016460135292,46,1
2016460135327,46,1
2016460135436,46,2
2016460135535,46,2
2016460135583,46,1
2016460135595,46,1
2016460135605,46,1
2016460135612,46,1
2016460135614,46,1
2016460135626,46,2
2016460135631,46,1
2016460135644,46,1
2016460135655,46,1
2016460135669,46,1
2016460135688,46,2
2016460135700,46,2
2016460135712,46,1
2016460135745,46,1
2016460135780,46,1
2016460135784,46,1
2016460135950,46,1
2016460135973,46,1
2016460136019,46,1
2016460136022,46,1
2016460136063,46,2
2016460136073,46,1
2016460136111,46,2
2016460136119,46,2
2016460136211,46,1
2016460136216,46,2
2016460136235,46,2
2016460136237,46,1
2016460136243,46,1
2016460136273,46,1
2016460136275,46,1
2016460136330,46,1
2016460136331,46,2
2016460136426,46,2
2016460136467,46,1
2016460136505,46,1
2016460136535,46,1
2016460136542,46,2
2016460136545,46,1
2016460136584,46,1
2016460136613,46,1
2016460136659,46,1
2016460136673,46,1
2016460136680,46,2
2016460136706,46,2
2016460136710,46,2
2016460136715,46,1
2016460136726,46,1
2016460136728,46,1
2016460136729,46,1
2016460136753,46,1
2016460136773,46,2
2016460136792,46,2
2016460136808,46,2
2016460136861,46,1
2016460136903,46,1
2016460136905,46,1
2016460136945,46,1
2016460136978,46,1
2016460136999,46,1
2016460137006,46,1
2016460137028,46,2
2016460137061,46,1
2016460137064,46,1
2016460137081,46,1
2016460137099,46,1
2016460137100,46,1
2016460137114,46,1
2016460137119,46,1
2016460137127,46,1
2016460137230,46,2
2016460137245,46,1
2016460137269,46,1
2016460137277,46,2
2016460137281,46,1
2016460137307,46,1
2016460137340,46,1
2016460137366,46,1
2016460137405,46,2
2016460137410,46,1
2016460137411,46,1
2016460137434,46,2
2016460137444,46,1
2016460137463,46,1
2016460137464,46,2
2016460137483,46,1
2016460137489,46,1
2016460137498,46,1
2016460137528,46,1
2016460137555,46,1
2016460137556,46,2
2016460137561,46,2
2016460137589,46,1
2016460137591,46,1
2016460137598,46,1
2016460137607,46,1
2016460137649,46,1
2016460137661,46,1
2016460137703,46,2
2016460137729,46,1
2016460137780,46,1
2016460137821,46,1
2016460137857,46,1
2016460137872,46,1
2016460137884,46,1
2016460137925,46,1
2016460137929,46,1
2016460137945,46,2
2016460137981,46,1
2016460137983,46,1
2016460137984,46,1
2016460138033,46,1
2016460138034,46,1
2016460138043,46,1
2016460138086,46,1
2016460138094,46,1
2016460138124,46,1
2016460138136,46,1
2016460138157,46,1
2016460138244,46,2
2016460138319,46,1
2016460138351,46,2
2016460138421,46,2
2016460138426,46,1
2016460138441,46,1
2016460138446,46,2
2016460138480,46,1
2016460138483,46,1
2016460138491,46,1
2016460138495,46,1
2016460138518,46,1
2016460138529,46,2
2016460138551,46,1
2016460138599,46,1
2016460138607,46,1
2016460138630,46,1
2016460138642,46,1
2016460138649,46,2
2016460138676,46,2
2016460138677,46,2
2016460138678,46,1
2016460138694,46,2
2016460138700,46,1
2016460138704,46,1
2016460138714,46,2
2016460138725,46,1
2016460138747,46,1
2016460138837,46,2
2016460138855,46,1
2016460138860,46,2
2016460138878,46,2
2016460138881,46,1
2016460138900,46,2
2016460138905,46,1
2016460138928,46,1
2016460138940,46,2
2016460138955,46,2
2016460138960,46,1
2016460138969,46,1
2016460138982,46,1
2016460138987,46,2
2016460138991,46,1
2016460138992,46,1
2016460138995,46,1
2016460138998,46,1
2016460139000,46,1
2016460139002,46,1
2016460139012,46,1
2016460139017,46,1
2016460139045,46,2
2016460139046,46,1
2016460139059,46,2
2016460139060,46,1
2016460139084,46,1
2016460139124,46,2
2016460139141,46,1
2016460139143,46,1
2016460139170,46,2
2016460139191,46,1
2016460139240,46,1
2016460139245,46,2
2016460139275,46,1
2016460139280,46,2
2016460139312,46,1
2016460139327,46,1
2016460139351,46,2
2016460139374,46,1
2016460139390,46,1
2016460139404,46,1
2016460139415,46,1
2016460139421,46,1
2016460139433,46,2
2016460139453,46,2
2016460139463,46,2
2016460139474,46,2
2016460139475,46,1
2016460139479,46,2
2016460139504,46,1
2016460139517,46,2
2016460139519,46,1
2016460139551,46,2
2016460139558,46,1
2016460139565,46,1
2016460139583,46,2
2016460139589,46,1
2016460139605,46,2
2016460139614,46,2
2016460139616,46,1
2016460139626,46,1
2016460139645,46,1
2016460139656,46,1
2016460139658,46,1
2016460139665,46,2
2016460139670,46,1
2016460139692,46,1
2016460139694,46,1
2016460139769,46,1
2016460139865,46,1
2016460139880,46,2
2016460139890,46,1
2016460139902,46,1
2016460139909,46,1
2016460139927,46,1
2016460139935,46,2
2016460139960,46,1
2016460139972,46,1
2016460139986,46,2
2016460140008,46,1
2016460140031,46,1
2016460140106,46,1
2016460140132,46,1
2016460140188,46,1
2016460140239,46,1
2016460140254,46,1
2016460140609,46,1
2016460140611,46,2
2016460140621,46,2
2016460140642,46,1
2016460140658,46,1
2016460140708,46,2
2016460140710,46,1
2016460140740,46,2
2016460140741,46,1
2016460140748,46,2
2016460140750,46,1
2016460140769,46,1
2016460140770,46,2
2016460140771,46,2
2016460140818,46,1
2016460140825,46,1
2016460140835,46,1
2016460140849,46,1
2016460140922,46,2
2016460140931,46,2
2016460140941,46,1
2016460140985,46,2
2016460141013,46,2
2016460141016,46,2
2016460141023,46,2
2016460141032,46,1
2016460141054,46,2
2016460141057,46,1
2016460141060,46,1
2016460141069,46,2
2016460141157,46,1
2016460141287,46,1
2016460141289,46,1
2016460141299,46,1
2016460141324,46,2
2016460141369,46,2
2016460141435,46,1
2016460141491,46,1
2016460141493,46,1
2016460141551,46,1
2016460141554,46,1
2016460141556,46,1
2016460141600,46,1
2016460141601,46,1
2016460141611,46,1
2016460141622,46,1
2016460141669,46,2
2016460141675,46,1
2016460141705,46,1
2016460141717,46,2
2016460141742,46,1
2016460141746,46,1
2016460141753,46,1
2016460141798,46,1
2016460141809,46,1
2016460141831,46,1
2016460141841,46,1
2016460141845,46,1
2016460141876,46,1
2016460141940,46,1
2016460141960,46,1
2016460141968,46,1
2016460141977,46,1
2016460141979,46,1
2016460141987,46,1
2016460141994,46,1
2016460142027,46,2
2016460142045,46,2
2016460142063,46,1
2016460142075,46,1
2016460142128,46,1
2016460142183,46,1
2016460142236,46,1
2016460142246,46,2
2016460142276,46,2
2016460142343,46,2
2016460142348,46,1
2016460142367,46,2
2016460142378,46,1
2016460142412,46,1
2016460142489,46,1
2016460142526,46,2
2016460142586,46,1
2016460142592,46,1
2016460142610,46,1
2016460142640,46,1
2016460142674,46,1
2016460142678,46,1
2016460142688,46,1
2016460142692,46,1
2016460142711,46,1
2016460142718,46,1
2016460142723,46,1
2016460142732,46,2
2016460142750,46,2
2016460142751,46,1
2016460142797,46,1
2016460142802,46,1
2016460142823,46,1
2016460142851,46,1
2016460142860,46,2
2016460142861,46,2
2016460142864,46,2
2016460142896,46,2
2016460142961,46,1
2016460143187,46,1
2016460143213,46,1
2016460143215,46,1
2016460143227,46,1
2016460143271,46,1
2016460143331,46,1
2016460143337,46,2
2016460143338,46,1
2016460143342,46,2
2016460143357,46,1
2016460143367,46,1
2016460143513,46,1
2016460143549,46,2
2016460143625,46,1
2016460143648,46,1
2016460143651,46,2
2016460143700,46,1
2016460143711,46,1
2016460143785,46,1
2016460143829,46,1
2016460143965,46,1
2016460144002,46,1
2016460144003,46,1
2016460144085,46,2
2016460144088,46,1
2016460144093,46,2
2016460144124,46,1
2016460144127,46,1
2016460144142,46,1
2016460144147,46,1
2016460144150,46,1
2016460144152,46,2
2016460144153,46,1
2016460144180,46,1
2016460144192,46,1
2016460144202,46,2
2016460144206,46,1
2016460144244,46,1
2016460144275,46,2
2016460144387,46,1
2016460144389,46,1
2016460144450,46,1
2016460144486,46,1
2016460144502,46,1
2016460144535,46,1
2016460144538,46,1
2016460144539,46,2
2016460144565,46,1
2016460144676,46,2
2016460144858,46,2
2016460144861,46,1
2016460144865,46,1
2016460144903,46,1
2016460144917,46,1
2016460144990,46,1
2016460144993,46,1
2016460145027,46,1
2016460145050,46,1
2016460145090,46,2
2016460145155,46,1
2016460145180,46,1
2016460145398,46,1
2016460145418,46,1
2016460145422,46,1
2016460145435,46,1
2016460145448,46,1
2016460145484,46,1
2016460145500,46,2
2016460145507,46,1
2016460145508,46,1
2016460145540,46,2
2016460145624,46,1
2016460145647,46,1
2016460145659,46,1
2016460145689,46,1
2016460145789,46,1
2016460145800,46,2
2016460145808,46,1
2016460145858,46,1
2016460145937,46,1
2016460146002,46,1
2016460146011,46,1
2016460146013,46,1
2016460146026,46,1
2016460146052,46,2
2016460146097,46,1
2016460146221,46,1
2016460146320,46,1
2016460146430,46,1
2016460146588,46,2
2016460146611,46,1
2016460146654,46,2
2016460146657,46,2
2016460146680,46,1
2016460146694,46,1
2016460146707,46,2
2016460146722,46,1
2016460146752,46,1
2016460146753,46,2
2016460146768,46,1
2016460146812,46,2
2016460146866,46,2
2016460146871,46,2
2016460146898,46,1
2016460146911,46,1
2016460147190,46,1
2016460147437,46,1
2016460147484,46,1
2016460147557,46,1
2016460148291,46,2
2016460148886,46,1
2016460148952,46,1
2016460149307,46,1
2016460149393,46,1
2016460149425,46,1
2016460149433,46,1
2016460149465,46,1
2016460149731,46,2
2016460150498,46,1
2016460150698,46,1
2016460150922,46,1
2016460151716,46,2
2016460151831,46,1
2016460151893,46,1
2016460152191,46,2
2016460152923,46,1
2016460153507,46,1
2016460153669,46,1
2016460153682,46,1
2016460153891,46,1
2016460154791,46,1
2016460156171,46,1
2016460157046,46,1
2016460157558,46,2
2016460158069,46,1
2016460158862,46,1
2016460159937,46,1
2016460160420,46,1
2016460160491,46,2
2016460161226,46,1
2016460166507,46,1
2016460167026,46,2
2016460167729,46,1
2016460171132,46,1
2016460172590,46,1
2016460175892,46,1
2016460176063,46,1
2016460176524,46,1
2016460179827,46,1
2016460180874,46,1
2016460265399,46,1
2016460265414,46,1
2016460265421,46,1
2016460265432,46,1
2016460265435,46,1
2016460265440,46,2
2016460265445,46,1
2016460265450,46,1
2016460265455,46,1
2016460265469,46,1
2016460265475,46,1
2016460265476,46,2
2016460265491,46,1
2016460265496,46,1
2016460265498,46,1
2016460265500,46,1
2016460265511,46,1
2016460265516,46,1
2016460265539,46,1
2016460265550,46,1
2016460265554,46,1
2016460265556,46,1
2016460265561,46,1
2016460265562,46,1
2016460265563,46,1
2016460265564,46,2
2016460265565,46,1
2016460265568,46,1
2016460265569,46,1
2016460265570,46,1
2016460265572,46,1
2016460265578,46,1
2016460265583,46,1
2016460265587,46,1
2016460265588,46,1
2016460265590,46,1
2016460265591,46,1
2016460265592,46,1
2016460265595,46,1
2016460265598,46,2
2016460265600,46,1
2016460265602,46,1
2016460265604,46,1
2016460265606,46,1
2016460265611,46,1
2016460265614,46,1
2016460265618,46,1
2016460265626,46,1
2016460265632,46,1
2016460265635,46,1
2016460265637,46,1
2016460265641,46,1
2016460265644,46,2
2016460265645,46,1
2016460265646,46,1
2016460265647,46,1
2016460265648,46,1
2016460265651,46,2
2016460265652,46,1
2016460265658,46,1
2016460265662,46,1
2016460265667,46,1
2016460265672,46,2
2016460265673,46,2
2016460265678,46,1
2016460265682,46,1
2016460265683,46,1
2016460265684,46,2
2016460265685,46,1
2016460265686,46,1
2016460265687,46,1
2016460265695,46,1
2016460265697,46,1
2016460265701,46,1
2016460265703,46,1
2016460265706,46,2
2016460265707,46,2
2016460265708,46,1
2016460265716,46,1
2016460265747,46,1
2016460265749,46,1
2016460265761,46,1
2016460265771,46,1
2016460265773,46,1
2016460265774,46,1
2016460265776,46,2
2016460265780,46,1
2016460265782,46,1
2016460265783,46,2
2016460265784,46,1
2016460265786,46,1
2016460265787,46,1
2016460265788,46,1
2016460265790,46,1
2016460265798,46,1
2016460265799,46,1
2016460265803,46,1
2016460265805,46,1
2016460265808,46,1
2016460265809,46,1
2016460265810,46,1
2016460265812,46,2
2016460265819,46,1
2016460265825,46,2
2016460265826,46,1
2016460265828,46,1
2016460265837,46,2
2016460265838,46,2
2016460265840,46,1
2016460265841,46,1
2016460265843,46,1
2016460265844,46,1
2016460265845,46,1
2016460265846,46,1
2016460265847,46,1
2016460265851,46,1
2016460265853,46,1
2016460265854,46,1
2016460265856,46,1
2016460265859,46,1
2016460265862,46,1
2016460265863,46,2
2016460265864,46,1
2016460265868,46,2
2016460265869,46,1
2016460265872,46,1
2016460265873,46,1
2016460265880,46,1
2016460265881,46,1
2016460265886,46,1
2016460265887,46,1
2016460265888,46,1
2016460265889,46,2
2016460265890,46,1
2016460265891,46,2
2016460265892,46,1
2016460265894,46,1
2016460265896,46,1
2016460265897,46,1
2016460265903,46,1
2016460265905,46,1
2016460265906,46,1
2016460265909,46,1
2016460265910,46,1
2016460265913,46,1
2016460265918,46,1
2016460265923,46,2
2016460265924,46,1
2016460265928,46,1
2016460265930,46,1
2016460265932,46,1
2016460265934,46,2
2016460265935,46,1
2016460265937,46,1
2016460265938,46,1
2016460265947,46,1
2016460265969,46,2
2016460265971,46,1
2016460265973,46,1
2016460265980,46,1
2016460265983,46,1
2016460265984,46,1
2016460265987,46,2
2016460266003,46,1
2016460266006,46,1
2016460266008,46,1
2016460266010,46,1
2016460266016,46,1
2016460266017,46,1
2016460266018,46,1
2016460266020,46,1
2016460266026,46,1
2016460266027,46,1
2016460266028,46,1
2016460266029,46,2
2016460266030,46,2
2016460266034,46,1
2016460266035,46,1
2016460266036,46,1
2016460266038,46,1
2016460266040,46,1
2016460266042,46,1
2016460266050,46,1
2016460266055,46,1
2016460266056,46,1
2016460266057,46,1
2016460266059,46,1
2016460266060,46,1
2016460266061,46,1
2016460266062,46,1
2016460266063,46,1
2016460266065,46,1
2016460266068,46,1
2016460266069,46,1
2016460266071,46,1
2016460266077,46,1
2016460266079,46,1
2016460266090,46,1
2016460266091,46,1
2016460266092,46,1
2016460266093,46,1
2016460266095,46,1
2016460266099,46,1
2016460266100,46,1
2016460266103,46,1
2016460266104,46,1
2016460266106,46,1
2016460266107,46,1
2016460266108,46,1
2016460266111,46,1
2016460266127,46,2
2016460266128,46,1
2016460266129,46,1
2016460266130,46,1
2016460266148,46,1
2016460266149,46,1
2016460266150,46,1
2016460266152,46,1
2016460266167,46,2
201646T046125,46,2
201646T050416,46,2
2016471600009,47,1
2016471600013,47,1
2016471600027,47,1
2016471600031,47,1
2016471600034,47,1
2016471600037,47,1
2016471600038,47,1
2016471600040,47,2
2016471600046,47,1
2016471600047,47,1
2016471600061,47,1
2016471600063,47,1
2016471600064,47,1
2016471600066,47,2
2016471600075,47,1
2016471600076,47,1
2016471600077,47,1
2016471600078,47,1
2016471600081,47,1
2016471600083,47,1
2016471600086,47,1
2016471600087,47,1
2016471600089,47,1
2016471600091,47,2
2016471600096,47,1
2016471600097,47,2
2016471600098,47,1
2016471600099,47,2
2016471600101,47,2
2016471600102,47,2
2016471600104,47,1
2016471600106,47,1
2016471600108,47,1
2016471600109,47,1
2016471600110,47,1
2016471600111,47,1
2016471600112,47,1
2016471600113,47,2
2016471600114,47,1
2016471600116,47,1
2016471600119,47,1
2016471600121,47,1
2016471600125,47,2
2016471600129,47,1
2016471600130,47,1
2016471600131,47,2
2016471600132,47,1
2016471600135,47,2
2016471600136,47,1
2016471600137,47,1
2016471600140,47,1
2016471600143,47,1
2016471600144,47,1
2016471600146,47,1
2016471600147,47,2
2016471600148,47,1
2016471600153,47,1
2016471600155,47,1
2016471600156,47,1
2016471600157,47,1
2016471600159,47,1
2016471600161,47,1
2016471600164,47,1
2016471600166,47,1
2016471600168,47,1
2016471600169,47,1
2016471600170,47,1
2016471600172,47,1
2016471600173,47,1
2016471600177,47,1
2016471600184,47,1
2016471600185,47,2
2016471600186,47,2
2016471600187,47,2
2016471600189,47,1
2016471600192,47,1
2016471600194,47,1
2016471600195,47,1
2016471600198,47,1
2016471600200,47,1
2016471600201,47,1
2016471600206,47,1
2016471600207,47,1
2016471600208,47,1
2016471600209,47,1
2016471600211,47,2
2016471600212,47,2
2016471600213,47,2
2016471600214,47,2
2016471600216,47,2
2016471600217,47,1
2016471600218,47,1
2016471600219,47,1
2016471600220,47,1
2016471600221,47,1
2016471600223,47,2
2016471600224,47,2
2016471600225,47,1
2016471600226,47,1
2016471600227,47,1
2016471600229,47,2
2016471600230,47,2
2016471600237,47,1
2016471600240,47,1
2016471600244,47,1
2016471600248,47,1
2016471600249,47,1
2016471600250,47,1
2016471600253,47,1
2016471600256,47,1
2016471600258,47,2
2016471600259,47,1
